Year,Ceremony,Award,Winner,Title,Company,Revenue,Budget,Runtime,Vote Average,Vote Count,Popularity,Genre,Release Date,Movie ID
2014,87,Best Picture,1,Birdman,TSG Entertainment,103215094,18000000,120,7.4,6665,19.535,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",2014-08-27,194662
2014,87,Best Picture,0,Boyhood,IFC Films,44349000,4000000,164,7.5,2764,8.841,"[{'id': 18, 'name': 'Drama'}]",2014-06-05,85350
2014,87,Best Picture,0,The Grand Budapest Hotel,Fox Searchlight Pictures,174600318,30000000,99,8.0,6984,14.211,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2014-02-26,120467
2014,87,Best Picture,0,The Imitation Game,Bristol Automotive,233555708,14000000,113,8.1,9122,22.331,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",2014-11-14,205596
2014,87,Best Picture,0,Selma,Plan B Entertainment,66787908,20000000,127,7.5,1180,6.184,"[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",2014-12-25,273895
2014,87,Best Picture,0,The Theory of Everything,Working Title Films,123726688,15000000,123,7.9,5485,13.796,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2014-11-26,266856
2014,87,Best Picture,0,Whiplash,Bold Films,13092000,3300000,107,8.4,6822,25.862,"[{'id': 18, 'name': 'Drama'}]",2014-10-10,244786
2015,88,Best Picture,0,The Big Short,Plan B Entertainment,133346506,28000000,131,7.3,3940,9.774,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",2015-12-11,318846
2015,88,Best Picture,0,Bridge of Spies,TSG Entertainment,165478348,40000000,141,7.2,3815,8.588,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",2015-10-15,296098
2015,88,Best Picture,0,Brooklyn,Wildgaze Films,62076141,11000000,111,7.3,1709,8.089,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",2015-10-20,167073
2015,88,Best Picture,0,Mad Max: Fury Road,Village Roadshow Pictures,378858340,150000000,121,7.4,13011,23.473,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",2015-05-13,76341
2015,88,Best Picture,0,The Martian,Scott Free Productions,630161890,108000000,141,7.7,10736,23.734,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",2015-09-30,286217
2015,88,Best Picture,0,The Revenant,Monarchy Enterprises S.a.r.l.,532950503,135000000,156,7.4,9583,15.773,"[{'id': 37, 'name': 'Western'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}]",2015-12-25,281957
2015,88,Best Picture,0,Room,Elevation Pictures,35401758,6000000,117,8.1,4596,10.576,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",2015-10-16,264644
2015,88,Best Picture,1,Spotlight,Universal Pictures,88346473,20000000,129,7.8,4203,12.014,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]",2015-11-06,314365
